SEDE_CODICE,Vi_sono_parcheggi_per_disabili,SEDE_ACCESSIBILE_AI_DISABILI,MUSEO_CODICE,MUSEO_DENOMINAZIONE,MUSEO_TIPOLOGIA,SEDE_DENOMINAZIONE,SEDE_COMUNE,SEDE_PROVINCIA,SEDE_FRAZIONE,SEDE_CAP,SEDE_INDIRIZZO,SEDE_TELEFONO,SEDE_FAX,SEDE_MAIL,SEDE_SITO,SEDE_APERTURA_STATO,SEDE_CHIUSURA_MOTIVO,SEDE_APERTURA_NOTE,SEDE_DESCR_ORARIO_APERTURA,SEDE_ORARI_APERTURA_NOTA,MUSEO_INGRESSO,MUSEO_GIORNO_INGRESSO_GRATUITO,vi_sono_parcheggi_in_zona,ck_biblioteca,ck_aula_attivita_didattiche_ed,ck_sale_studio,ck_archivio,ck_fototeca,ck_sala_conferenze,ck_sala_proiezioni_audio_video,ST_NOTE_3_2_2,ck_biglietteria,ck_guardaroba,ck_area_per_accoglienza,ck_book_shop,ck_caffetteria_ristorante,ck_area_x_prima_infanzia,ST_NOTE_3_2_3,ck_laboratorio_fotografico,ck_laboratorio_di_restauro,ck_laboratorio_preparazione,ck_laboratorio_per_analisi,ST_NOTE_3_2_4,presenza_servizi_igienici,ck_pannelli_sk_mobili,ck_guide_brevi_in_italiano,ck_guide_brevi_in_piu_lingue,ck_catalogo_del_museo,ck_servizio_di_audioguide,ck_proiezione_audiovisivi,ck_sussidi_inform_multimediali,ck_servizio_di_visite_guidate,ck_servizi_speciali_disabili,RA_NOTE_7_9_3,RICONOSCIMENTO_STATO
2689,SI,PARZIALMENTE,2549,MAP - MUSEO ARTE PLASTICA,ARTE,MAP - MUSEO ARTE PLASTICA,CASTIGLIONE OLONA,VARESE,,21043,"Via Roma, 29",0331 858301,0331 824457,cultura@castiglioneolona.it,www.museoarteplastica.it,APERTA,,,"Invernale: dall'1/10 al 31/3
da martedì a sabato 9-12/15-18
domenica e festivi 15-18
Estivo: dall'1/4 al 30/9
da martedì a sabato 9-12/15-18
domenica e festivi 10.30-12.30/15-18
chiuso lunedì","Il museo resta chiuso il lunedì non festivo ed il 25 dicembre.
Vengono occasionalmente organizzate aperture straordinarie (per esempio serali) in occasione di eventi particolari.",A PAGAMENTO,,SI,,,,,,,,"Aule e sale studio sono presenti presso l'altro museo civico, Museo Branda Castiglioni. Per conferenze e proiezioni vengono utilizzate le sale appositamente allestite presso il Castello di Monteruzzo, di proprietà comunale; vi si trova anche la biblioteca civica, all'interno della quale è prevista a partire dal 2009 la creazione di una sezione specificamente dedicata ai musei di Castiglione Olona.",SI,,SI,,,,Il ritrovo gruppi avviene nel cortile del museo.,,,,,,SI,SI,,,SI,SI,,,SI,,,RICONOSCIUTO
2213,SI,NON ACCESSIBILE,2171,MUSEO CIVICO  GUIDO SUTERMEISTER,ARCHEOLOGIA,MUSEO CIVICO GUIDO SUTERMEISTER,LEGNANO,MILANO,,20025,"C.so Giuseppe Garibaldi, 225",0331 543005,0331 471343,museocivico@legnano.org,www.legnano.org,APERTA,,,"Dal martedì al sabato: 9.00-12.30 / 14.30-17.00
domenica: 9.30-12.00
lunedì chiuso",,GRATUITO,,SI,SI,SI,SI,SI,,SI,SI,,,,SI,,,,,,,,,,SI,SI,SI,SI,SI,,,,SI,,,RICONOSCIUTO
61,SI,PARZIALMENTE,23,MUSEO STORICO DI BERGAMO,STORIA,CONVENTO DI SAN FRANCESCO,BERGAMO,BERGAMO,,24129,"Piazza Mercato del Fieno, 6/A",035 247116,035 219128,segreteria@bergamoestoria.it,www.bergamoestoria.it  www.bergamoestoria.org,APERTA,,,"Aperto tutti i giorni (lunedì escluso se non festivo), dalle 9.30 alle 13.00 e dalle 14.00 alle 17.30.
Da giugno a settembre il Museo il sabato e la domenica è aperto dalle 9.30 alle 19.00.",,A PAGAMENTO,,SI,SI,SI,SI,SI,SI,SI,SI,,SI,,SI,SI,,,,,,,,,SI,SI,SI,,,,SI,SI,SI,,"I servizi di proiezioni audiovisive e i sussidi multimediali vengono modificati nei contenuti, nelle caratteristiche e nella collocazione per ogni progetto espositivo temporaneo.",RICONOSCIUTO
2271,SI,TOTALMENTE,2208,MUSEO REGINA,ARTE,CASTELLO SANGIULIANI,MEDE,PAVIA,,27035,"Piazza Repubblica, 39",0384 822217,0384 822255,cleva@comune.mede.pv.it,www.comune.mede.pv.it,APERTA,,,"LUNEDI'    9.30-12.00/14.30-18.00
MARTEDI'              14.30-18.00
MERCOLEDI' 9.30-12.00/14.30-18.00
GIOVEDI'              14.30-18.00
VENERDI'    9.00-12.00
SABATO      9.00-12.00",apertura a richiesta nelle giornate di venerdì e domenica,GRATUITO,,SI,,,,,,SI,SI,,,,SI,,,,,,,,,,SI,SI,SI,,,,,,,,,RICONOSCIUTO
2265,SI,TOTALMENTE,2203,MUSEI CIVICI,COMPOSITO,CIVICI MUSEI DI PAVIA - CASTELLO VISCONTEO,PAVIA,PAVIA,,27100,Viale XI Febbraio 35,0382 33853,0382 303028,museicivici@comune.pv.it,www.museicivici.pavia.it,APERTA,,"In particolari contingenze di carenza di personale, alcune le sezioni possono essere aperte a rotazione.","martedì - domenica:   10-18
(da febbraio a giugno e da  settembre a novembre) 

martedì - domenica:   09.00-13.30
(dicembre e gennaio; luglio e agosto)",,A PAGAMENTO,GIORNATE PROMOZIONALI,SI,SI,SI,SI,SI,SI,SI,SI,,SI,,,SI,,,"Deposito borse/zaini.
L'aula didattica e lo spazio antistante sono adibiti anche a area di sosta e ricreativa per scolaresche in viaggio d'istruzione.",,,,,"Laboratorio per attività manutentive sulle opere presso i depositi; attrezzature per riproduzioni fotografiche ad uso interno.
E' in via di allestimento anche un laboratorio per le indagini diagnostiche sulle opere, in collaborazione con il CISRIC dell'Università di Pavia",SI,SI,SI,SI,SI,,,SI,SI,SI,"I cataloghi riguardano singole sezioni espositive, oltre che il complesso del Castello. 
Sussidi informativi multimediali sono riservati a singole collezioni. 
Si organizzano percorsi multisensoriali per ipovedenti e non vedenti.",RICONOSCIUTO
2266,SI,TOTALMENTE,2204,SISTEMA MUSEALE DI ATENEO,COMPOSITO,SEZIONE PER LA STORIA DELL'UNIVERSITÀ,PAVIA,PAVIA,,27100,"Corso Strada Nuova, 65","0382 984709,",0382 29724,museo.storico@unipv.it,http://ppp.unipv.it/musei,APERTA,,"Attualmente l'apertura è normalmente limitata a tre mezze giornate alla settimana - Lunedì dalle 14,00 alle 17, mercoledì dalle 14 alle 17 e Venerdì 9,00 - 13.
Presso la sezione è attuato un servizio di visite su prenotazione telefonica. Visite guidate vengono effettuate su prenotazione anche in altri orari, compresi i giorni festivi.","La sezione è aperta al pubblico tre volte la settimana:
Lunedì pomeriggio, ore 14,00-17,00.
mercoledì mattina ore 9 - 12,00
Venerdì mattina, ore 9,00-12,00.",A partire dal 6/11/2010 i musei del sistema saranno aperti a turno il sabato dalle 9 alle 12.,GRATUITO,,SI,SI,SI,SI,SI,,SI,SI,La sala conferenze e la sala per proiezioni audio e video si possono configurare nel laboratorio multimediale.,,,,,,,,SI,,SI,,,SI,,SI,SI,,,SI,SI,SI,SI,"Il catalogo non è ancora disponibile, ma è stato recentemente pubblicato un volume dedicato alla sala 'A. Volta' della sezione di fisica, che ne descrive tutti gli strumenti ed è stato pubblicato il catalogo della mostra Golgi architetto del cervello che descrive molti degli strumenti e dei documenti conservati nella sala Golgi del Museo.",RICONOSCIUTO
2267,SI,TOTALMENTE,2204,SISTEMA MUSEALE DI ATENEO,COMPOSITO,SEZIONE DI STORIA NATURALE,PAVIA,PAVIA,,27100,"Piazza Botta, 9",0382 986308,0382 986290,centro.museo@unipv.it,http://ppp.unipv.it/musei,APERTA,,Benchè la sede definitiva sia in fase di progettazione la collezione zoologica di vertebrati di via Guffanti è fruibile dal pubblico.,Il museo è visitabile su richiesta,A partire dal 6/11/2010 i musei del sistema saranno aperti a turno il sabato dalle 9 alle 12.,GRATUITO,,SI,SI,,,SI,,,,"Di norma vengono utilizzati gli spazi messi a disposizione dal Dipartimento di Biologia Animale, che è ubicato nello stesso edificio.",,,,,,,,,SI,SI,,,SI,,SI,,,,,,SI,,"E'stata stampata una brochure informativa che riguarda tutti i musei del Sistema Museale di Ateneo, in italiano e in Inglese.
E' stata inoltre realizzata una brochure a schede, una per ciascun museo, del Sistema Pavia Musei.
Sono stati realizzati inoltre cataloghi su alcune delle collezioni del museo.",RICONOSCIUTO
622,SI,TOTALMENTE,481,PINACOTECA REPOSSI,ARTE,PINACOTECA REPOSSI,CHIARI,BRESCIA,,25032,"Via Bernardino Varisco, 9",030 7000730,030 7000730,fondmorcellirepossi@libero.it,www.morcellirepossi.it,APERTA,,"il museo è aperto al pubblico nei seguenti giorni ed orari:
lunedì e mercoledì: ore 8.30-13.30
martedì, giovedì e venerdì: ore 10-13
sabato: ore 9.30-18.30.
In altri orari: su appuntamento 
Per scolaresche e gruppi e/o visite guidate: è opportuno prenotare.
Per laboratori didattici: su appuntamento","L'orario di apertura al pubblico è il seguente;
lunedì, mercoledì, giovedì e venerdì: 9-13
martedì: 14-18
sabato: 9-13; 14-18
In altri orari, anche la domenica: su appuntamento.
Per visite guidate: meglio su appuntamento.
Per gruppi e scolaresche: su appuntamento.
Per laboratori didattici: su appuntamento.",,GRATUITO,,SI,SI,SI,SI,SI,SI,SI,SI,Alla voce ALTRO è stata registrata la presenza del Gabinetto Stampe.,,,SI,SI,,,,,SI,SI,,Vi sono anche spazi destinati ai laboratori didattici.,SI,SI,SI,,SI,,SI,SI,SI,,Il Museo sta realizzando dei pannelli esplicativi delle varie sale museali anche in lingua inglese..,RICONOSCIUTO
623,SI,TOTALMENTE,482,MUSEO CIVICO ARCHEOLOGICO,ARCHEOLOGIA,MUSEO ARCHEOLOGICO RAMBOTTI,DESENZANO DEL GARDA,BRESCIA,,25015,Via Anelli 12,030 9144529,,cdes.museo@onde.net,www.onde.net/desenzano/citta/museo/index.htm,APERTA,,,"martedì-venerdì dalle 15 alle 19
sabato, domenica e festivi 14.30-19. 
Chiuso il lunedì",,GRATUITO,,SI,,SI,SI,,,SI,SI,,,SI,SI,SI,,,,,,,,,SI,SI,SI,SI,SI,,SI,,SI,,Guide tematiche per bambini,RICONOSCIUTO
2253,SI,NON ACCESSIBILE,2195,MUSEO DELLA VALCHIAVENNA,COMPOSITO,PARCO BOTANICO ARCHEOLOGICO DEL PARADISO,CHIAVENNA,SONDRIO,,23022,"Via Maurizio Quadrio, 8",0343 33795,0343 34334,cmvalchiavenna.museo@provincia.so.it,www.valchiavennaonline.com,APERTA,,"Da martedì a domenica dalle 10 alle 12 e dalle 14 alle 18 (orario estivo) 
Da martedì a sabato dalle 14 alle 17 e la domenica dalle 10 alle 12 e dalle 14 alle 17(orario invernale) 
Il parco Paradiso è chiuso il lunedì","Da martedì a domenica dalle 10 alle 12 e dalle 14 alle 18 (orario estivo) 
Da martedì a sabato dalle 14 alle 17 e la domenica dalle 10 alle 12 e dalle 14 alle 17(orario invernale) 
Il parco Paradiso è chiuso il lunedì",,A PAGAMENTO,,SI,SI,,SI,SI,,SI,SI,Gli spazi e i servizi del punto 3.2.fanno parte dei servizi gestiti dalla Comunità Montana Valchiavenna,SI,,,,,,,,,,,,SI,SI,SI,SI,,,,,SI,,,RICONOSCIUTO
2255,SI,NON ACCESSIBILE,2195,MUSEO DELLA VALCHIAVENNA,COMPOSITO,MULINO DI BOTTONERA,CHIAVENNA,SONDRIO,,23022,Via Marmirola,0343 33795,0343 34334,cmvalchiavenna.museo@provincia.so.it,www.valchiavennaonline.com,APERTA,,,"Dal 19 aprile al 8 giugno sabato, domenica e festivi dalle 14.30 alle 17.30. Dal 15 giugno al 14 settembre aperto tutti giorni tranne il martedì dalle 15 alle 18. Dal 21 settembre al 2 novembre aperto  sabato, domenica e festivi dalle 14.30 alle 17.30",,A PAGAMENTO,,SI,SI,,SI,SI,,SI,SI,Gli spazi e i servizi del punto 3.2.fanno parte dei servizi gestiti dalla Comunità Montana Valchiavenna,SI,,,,,,,,,,,,NO,SI,SI,SI,SI,,,,SI,,,RICONOSCIUTO
2254,SI,NON ACCESSIBILE,2195,MUSEO DELLA VALCHIAVENNA,COMPOSITO,TORRIONE - SEZIONE NATURALISTICA,CHIAVENNA,SONDRIO,,23022,"Via Maurizio Quadrio, 8",0343 33795,0343 34334,cmvalchiavenna.museo@provincia.so.it,www.valchiavennaonline.com,APERTA,,"Da martedì a domenica dalle 10 alle 12 e dalle 14 alle 18 (orario estivo) 
Da martedì a sabato dalle 14 alle 17 e la domenica dalle 10 alle 12 e dalle 14 alle 17(orario invernale) 
Il parco Paradiso, che ospita il Torrione, sezione naturalistica, è chiuso il lunedì","Da martedì a domenica dalle 10 alle 12 e dalle 14 alle 18 (orario estivo) 
Da martedì a sabato dalle 14 alle 17 e la domenica dalle 10 alle 12 e dalle 14 alle 17(orario invernale) 
Il parco Paradiso è chiuso il lunedì
Segue lo stesso orario di apertura del Parco Paradiso",,A PAGAMENTO,,SI,SI,,SI,SI,,SI,SI,Gli spazi espositivi del punto 3.2. fanno parte dei servizi gestiti dalla Comunità Montana Valchiavenna,SI,,,,,,La biglietteria è la stessa del parco botanico-archeologico del Paradiso,,,,,,SI,SI,,,,,,,SI,,,RICONOSCIUTO
2251,SI,TOTALMENTE,2194,MUSEO CIVICO DI STORIA NATURALE,SCIENZA E STORIA NATURALE,MUSEO CIVICO DI STORIA NATURALE,MORBEGNO,SONDRIO,,23017,"Via Cortivacci, 2",0342 612451,0342 612451,museo.morbegno@provincia.so.it,"www,morbegno.it/museo",APERTA,,"Le esposizioni permanenti sono aperte martedì, giovedì, sabato, domenica e festivi infrasettimanali dalle 14.30 alle 17.30.
Per gruppi apertura fuori orario su prenotazione telefonica.
Per le scuole apertura fuori orario da lunedì a sabato su prenotazione telefonica.","Martedì, Giovedì, Sabato, Domenica e festivi infrasettimanali dalle 14.30 alle 17.30.
Apertura fuori orario su prenotazione per gruppi scolastici (attività didattiche e visite libere) e per gruppi organizzati.",,GRATUITO,,SI,SI,SI,SI,,,SI,SI,,,,,,,,,,,SI,,,SI,SI,SI,,,,,,SI,,,RICONOSCIUTO
2243,SI,TOTALMENTE,61,CIVICI MUSEI DI ARTE E STORIA,COMPOSITO,SANTA GIULIA - MUSEO DELLA CITTÀ,BRESCIA,BRESCIA,,25121,Via Musei 81/B,030 2977834,030 2978222,museiarte@comune.brescia.it,www.museiarte.brescia.it,APERTA,,,"ESTIVO: 10,00-18,00
INVERNALE: 9,30 - 17,30",,A PAGAMENTO,,SI,SI,SI,SI,SI,SI,SI,SI,,SI,SI,SI,SI,SI,SI,,SI,SI,SI,SI,,SI,SI,SI,SI,SI,,SI,SI,SI,SI,In occasione di esposizioni temporanee è stato predisposto un servizio di audioguide in più lingue.,RICONOSCIUTO
2776,,TOTALMENTE,2586,MUSEI ARCHEOLOGICI,ARCHEOLOGIA,MUSEO EGIZIO,MILANO,MILANO,,20121,"Piazza Castello, 3",0288463700,,C.museoarcheologico@comune.milano.it,www.comune.milano.it,APERTA,,,Tutti i giorni dalle 9:00 alle 17:30. Chiuso il lunedì.,L'apertura fuori orario  dipende dalla disponibilità del personale di custodia.,A PAGAMENTO,VENERDÌ POMERIGGIO,SI,,,,,,,,,,SI,,,,,,,,,,,SI,SI,SI,,,SI,,,SI,,,RICONOSCIUTO
2777,SI,PARZIALMENTE,2586,MUSEI ARCHEOLOGICI,ARCHEOLOGIA,MUSEO DI PREISTORIA E PROTOSTORIA,MILANO,MILANO,,20121,"Castello Sforzesco, Piazza Castello, 3",02/88467779,02/88463767,,www.milanocastello.it,APERTA,,,Tutti i giorni dalle 9:00 alle 17:30. Chiuso il lunedì.,,A PAGAMENTO,VENERDÌ POMERIGGIO,SI,,,,SI,SI,,,,SI,,,SI,,,La biglietteria e il book-shop servono tutti i musei del Castello. Il book-shop è dato in concessione.,,,,,,SI,SI,,,,,,,SI,,Le visite guidata sono date in appalto a esterni,RICONOSCIUTO
2778,SI,TOTALMENTE,2586,MUSEI ARCHEOLOGICI,ARCHEOLOGIA,CIVICHE RACCOLTE ARCHEOLOGICHE,MILANO,MILANO,,20123,"Via Bernardino Luini, 2",0288465720,0288465720,C.museoarcheologico@comune.milano.it,www.comune.milano.it/museoarcheologico,APERTA,,,da martedì a domenica dalle 9:00 alle 13:00 e dalle 14:00 alle 17:30.,,A PAGAMENTO,VENERDÌ POMERIGGIO,NO,,,,SI,SI,,,"Da febbraio 2011 nella sede di Via Nirone adiacente a quella di Corso Magenta saranno disponibili aule e per attività didattica e sala conferenze.
I nuovi spazi espositivi nella palazzina di via Nirone sono stati inaugurati nell'aprile 2011.",SI,,SI,SI,,,,,,,,,SI,SI,SI,SI,SI,,,SI,SI,SI,Sono scaricaribili dal sito internet del museo supporti multimediali di preparazione e approfondimento per la visita del museo,RICONOSCIUTO
2300,SI,PARZIALMENTE,2248,MUSEO DI CERAMICHE ANTICHE GIUSEPPE GIANETTI,ARCHEOLOGIA,MUSEO DI CERAMICHE ANTICHE GIUSEPPE GIANNETTI,SARONNO,VARESE,,21047,Via Felice Carcano 9,02 9602383,02 9602383,info@museogianetti.it,www.coeweb.org,APERTA,,,"Il Museo è aperto regolarmente nei giorni: martedì, giovedì, sabato e l'ultima domenica del mese dalle ore 15 alle 18. La visita dei gruppi è in qualsiasi giorno e orario su appuntamento.
Le attività didattiche si svolgono tutti i giorni, dietro prenotazione, dalle 9 alle 12 e al pomeriggio dalle 14 alle 16.",Il Museo rimane chiuso nei mesi di luglio e agosto.,A PAGAMENTO,ULTIMA DOMENICA DI OGNI MESE,SI,SI,SI,SI,SI,,SI,SI,"Alcune sale, sufficientemente capienti, sono polifunzionali.",SI,,SI,SI,,,,,,,,,SI,SI,,,SI,,SI,,SI,,"I pannelli informativi, disposti in ogni sala, sono in italiano, francese e inglese",RICONOSCIUTO
101,SI,PARZIALMENTE,2264,"MUSEO CIVICO DI SCIENZE NATURALI ""E.CAFFI""",SCIENZA E STORIA NATURALE,MUSEO CIVICO  DI SCIENZE NATURALI,BERGAMO,BERGAMO,,24129,"Piazza Cittadella, 10",035 286011,035 286019,infomuseoscienze@comune.bg.it,museoscienzebergamo.it,APERTA,,,"Orario invernale: dall'1.10 al 31.3
Lunedì chiuso (Natale e Capodanno Chiuso)
Aperto gli altri giorni 9-12.30/14.30-17.30
Orario estivo: dal 1.4 al 30.9
Lunedì chiuso
Dal Martedì al Venerdì 9.12.30/14.30-18.00
Sabato-Domenica e festivi orario continuato 9-19
Dalla fine di Giugno alla fine di settembre con l'iniziativa ""Musei di Notte"" l'apertura dell'esposizione prosegue il sabato sera fino alle 24.","L'orario vigente, in vigore dal '98, è frutto di un indagine condotta sulle giornate di massimo flusso di visitatori che ha portato a privilegiare i fine settimana (la domenica entra oltre il 50% dei visitatori) ed abolire le chiusure delle festività estive. Il museo rimane aperto anche il 25 aprile, 1 maggio, 15 agosto, 26 agosto (S. Alessandro). Natale e Capodanno rimane chiuso. Occasionalmente per le scolaresche e in concomitanza di eventi particlari il museo è aperte anche di lunedì.",GRATUITO,,SI,SI,SI,SI,SI,,SI,SI,"E' presente uno spazio dedicato all'allestimento di mostre temporanee.
E' stato realizzato un percorso permanente attrezzato per non vedenti.
Negli ultimi anni, grazie al Progetto EST, sono state predisposte 2 aule didattiche (Geopaleontologia e Zoologia) all'interno del percorso espositivo; recentemente si sono concluse anche le ultime fasi di lavoro legate all'allestimento (pareti divisorie, impianti idraulici, elettrici, arredo, ...)",,,SI,,SI,,"Non è presente la biglietteria in quanto non sono previsti biglietti d'ingresso ma una guardiola dove il personale di sorveglianza accoglie il pubblico. 
Non esiste un book-shop strutturato ma presso la guardiola sono disponibili pubblicazioni ed altro materiale prodotto dal Museo. 
Il personale di custodia fornisce il materiale e le istruzioni per il percorso dedicato ai non vedenti.
Una sala-ristoro è stata recentemente allestita con distributori self-service..",,SI,SI,,"I laboratori per la preparazione e la conservazione di diverse tipologie di materiali naturalistici sono attrezzati con strumentazioni specifiche e vi lavorano 4 persone in ruolo, oltre a tesisti e volontari.
Il laboratorio fotografico, in uso fino ad una decina di annni fa, attualmente è sostituito con sistemi di riproduzione digitalizzata.",SI,SI,SI,SI,,SI,SI,SI,SI,SI,"Per alcune sezioni sono disponibili brevi guide in lingua straniera. Così come i supporti multimediali (non ne esiste uno generale sul museo ma esclusivamente su alcuni temi trattati).
E' disponibile un'audioguida per non vedenti in quanto è stato predisposto un percorso appositamente attrezzato.",RICONOSCIUTO
2298,SI,PARZIALMENTE,2244,MUSEO DEL TESSILE E DELLA TRADIZIONE INDUSTRIALE,SPECIALIZZATO,MUSEO DEL TESSILE E DELLA TRADIZIONE INDUSTR. EX COTONIFICIO BUSTESE,BUSTO ARSIZIO,VARESE,,21052,Via Alesandro Volta 6/8,0331 627983,0331 679460,,,APERTA,,,"da martedì a sabato 15.00 - 19.00; 
domenica 10.00-12.00 e 16.00-19.00. 
Chiuso il lunedì e il mese di agosto.",l'orario di apertura è' stato ampliato nel settembre 2005.,GRATUITO,,SI,SI,SI,,,,SI,SI,"""Sala delle Esperienze"" ove si possono sperimentare con macchinari in scala ridotta processi della lavorazione tessile (Tessitura, Stampa).
Laboratorio didattico sul colore e sulla tintoria filati e tessuti  e laboratorio sulla fenomenologia e percezione colore(Progetto EST)",SI,,,SI,SI,,"La Reception situata all'ingresso del Museo, funziona come punto informazioni, book-shop.",,,,,"Il 2.2.2002 è stata inaugurata la Sala delle Esperienze. Essa permette, ai non vedenti e ipovedenti oltre alla normale utenza, di comprendere il ciclo di lavorazione tessile, ovvero le fasi della filatura, tessitura e stampa. Dal marzo 2006 esiste un laboratorio didattico sulla tintoria filati e tessuti e sul colore nell'ambito di Progetto EST e dal marzo 2008 esiste  un laborayorio sulla fenomenologia e percezione colore",SI,SI,SI,,SI,,,,SI,SI,Esistono guide in caratteri Braille.,RICONOSCIUTO
2299,SI,PARZIALMENTE,2246,CIVICO MUSEO STORICO ARTISTICO,ARTE,CIVICHE RACCOLTE D'ARTE DI PALAZZO MARLIANI CICOGNA,BUSTO ARSIZIO,VARESE,,21052,"Piazza Vittorio Emanuele II, 2",0331 635505,,,,APERTA,,,da marted' a sabato 15.00 - 19.00; domenica 10.00 - 12.00 e 16.00 - 19.00. Chiuso il lunedì e il mese di agosto.,L'orario di apertura è stato ampliato nel settembre 2005.,GRATUITO,,SI,SI,,,SI,,,SI,"La Biblioteca del Museo (n. 800 testi d'arte e di storia locale) è dotata di catalogo ed è conservata presso apposito locale.
 Comprende testi di arte e di storia locale consultabili su richiesta, specie per ricerche e tesi di laurea.",,SI,,SI,,,"Nel Museo esistono n. 2 aree ""Reception"", che assumono le funzioni di prima accoglienza, registrazione presenze, book-shop.
presso la recepition del primo piano, esiste uno spazio utilizzabile come guardaroba.",,,,,,SI,SI,SI,,SI,,,SI,SI,,,RICONOSCIUTO
2768,SI,PARZIALMENTE,2588,CIVICHE RACCOLTE GRAFICHE E FOTOGRAFICHE,ARTE,CIVICA RACCOLTA DELLE STAMPE A. BERTARELLI,MILANO,MILANO,,20121,Castello Sforzesco,02-884/63835,02-884/63812,c.craaibertarelli@comune.milano.it,"www.milanocastello.it, www.comune.milano.it/craai/",APERTA,,,"dal lunedì al venerdì dalle ore 9,00 alle ore 15,00 (Continuato).
Richiesta del materiale fino alle 14,00",,GRATUITO,,SI,SI,,SI,SI,,SI,,La sala studio è in condivisione con l'Archivio Fotografico. La sala conferenze e proiezioni è in condivisione con il Civico Archivio Fotografico e con il Gabinetto dei Disegni.,,,,SI,,,"Book-shop-servizio in concessione, in condivisione con i musei del Castello Sforzesco",,,,,La Raccolta è in grado di fornire il servizio di realizzazione di microfilm.,SI,SI,,,,,,SI,,,Esistono depliant informativi e cataloghi relativi a singoli fondi.,RICONOSCIUTO
2770,SI,TOTALMENTE,2590,POLO DEI MUSEI SCIENTIFICI,SCIENZA E STORIA NATURALE,ACQUARIO E CIVICA STAZIONE IDROBIOLOGICA DI MILANO,MILANO,MILANO,,20121,"Viale Gadio, 2",0288465750,0288465751,C.acquario@comune.milano.it,acquariocivicomilano.eu,APERTA,,,Da martedì a domenica dalle 9.00 alle 13.00 e dalle 14.00 alle 17.30,,A PAGAMENTO,,SI,SI,SI,SI,SI,SI,SI,SI,La fototeca è aperta al pubblico solo su richiesta.,,SI,SI,,,,,,,SI,SI,Laboratorio attrezzato per lavori di ricerca scientifica sugli organismi acquatici; sono presenti anche attrezzature per l'analisi delle acque indispensabili per il mantenimento ottimale degli organismi ospitati in Acquario,SI,SI,,,,,,,SI,,,RICONOSCIUTO
2771,NO,TOTALMENTE,2590,POLO DEI MUSEI SCIENTIFICI,SCIENZA E STORIA NATURALE,MUSEO DI STORIA NATURALE,MILANO,MILANO,,20121,"Corso Venezia, 55",0288463280,0288463281,,www.comune.milano.it,APERTA,,"Orari: martedì-domenica 9.00-17.30; (ultimo ingresso 17.00)
Chiusura: lunedì, 1 gennaio, 1 maggio, 25 dicembre","orari: martedì-domenica 9.00-17.30; (ultimo ingresso 17.00)
Chiusura: lunedì, 1 gennaio, 1 maggio, 25 dicembre",Il museo è chiuso il lunedì per il pubblico generico ma aperto per visite guidate a pagamento,A PAGAMENTO,,SI,SI,,SI,,SI,SI,SI,,SI,SI,,SI,SI,,,SI,,SI,SI,,SI,SI,SI,,SI,,,,SI,,,RICONOSCIUTO
2772,NO,TOTALMENTE,2590,POLO DEI MUSEI SCIENTIFICI,SCIENZA E STORIA NATURALE,CIVICO PLANETARIO DI MILANO,MILANO,MILANO,,20121,"corso VENEZIA, 57",02 884 63340,02 884 63559,c.planetario@comune.milano.it,www.comune.milano.it/planetario,APERTA,,,"Il Planetario non è visitabile se non durante le lezioni e conferenze organizzate, della durata di circa un'ora.
A conferenza iniziata è vietato l'ingresso",,A PAGAMENTO,,SI,,,,,,SI,SI,,SI,,,,,,,,,,,,SI,,,,,,,,,,,RICONOSCIUTO
1063,SI,TOTALMENTE,922,MUSEO DEL CICLISMO MADONNA DEL GHISALLO,SPECIALIZZATO,MUSEO DEL CICLISMO MADONNA DEL GHISALLO,MAGREGLIO,COMO,,,"Via Gino Bartali, 4",031 965885,031 965992,info@museodelghisallo.it,www.museodelghisallo.it,APERTA,,"Si garantiscono 25 ore settimani, compresi sabato e domenica. L'orario varia a seconda delle stagioni","APERTO DA MARTEDI' AL VENERDI' DALLE 9,30 ALLE 17,30. SABATO E DOMENICA DALLE 9 ALLE 18.",CHIUSO DA DICEMBRE A FEBBRAIO,A PAGAMENTO,,SI,SI,SI,SI,SI,,SI,SI,,SI,SI,SI,SI,SI,,GUARDAROBA NON CUSTODITO.,,,SI,,,SI,SI,,,,,,SI,SI,SI,"LE GUIDE SCRITTE SONO IN FASE DI PROGETTAZIONE.

IL MUSEO NON HA UN CATALOGO UFFICIALE, MA è APPENA STATO STAMPATO IL VOLUME""GHISALLO, CUORE DEL CICLISMO"", CHE CONTIENE UNA DESCRIZIONE DEL MUSEO.
SARà IN VENDITA AL BOOKSHOP DEL MUSEO.
QUANTO PRIMA SI INTENDE REALIZZARE IL CATALOGO UFFICIALE",RICONOSCIUTO
2761,SI,TOTALMENTE,2589,RACCOLTE ARTISTICHE DEL CASTELLO,ARTE,RACCOLTE D'ARTE ANTICA,MILANO,MILANO,,20121,Castello Sforzesco,02 88463731,02 88463650,,www.comune.milano.it   -  www.milanocastello.it,APERTA,,,"da martedì a domenica dalle ore 9,00 alle ore 17,30 (orario continuato)
Chiuso: Natale, Capodanno, 1 maggio.",,A PAGAMENTO,VENERDÌ POMERIGGIO,SI,SI,,SI,SI,SI,SI,,,SI,SI,,SI,,,,,,,,,SI,SI,SI,SI,SI,SI,SI,,SI,,"Esiste il catalogo solo per il settore della Pinacoteca.
Per la scultura in pietra esiste una guida.",RICONOSCIUTO
